Name,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
Jikkyou Powerful Pro Yakyuu '99 Ketteiban,1999,Sports,Konami Digital Entertainment,0,0,0.25,0.02,0.26
King's Field II,1996,Role-Playing,From Software,0.08,0.06,0.11,0.02,0.26
NCAA Gamebreaker,1996,Sports,Sony Computer Entertainment,0.15,0.1,0,0.02,0.26
Tomba!,1997,Platform,Sony Computer Entertainment,0.15,0.1,0,0.02,0.26
Star Trek: Invasion,2000,Simulation,Activision,0.15,0.1,0,0.02,0.26
Bust A Groove 2,1999,Misc,Enix Corporation,0.04,0.03,0.18,0.02,0.26
McGrath Vs. Pastrana Freestyle Motocross,2000,Racing,Acclaim Entertainment,0.14,0.1,0,0.02,0.26
Marvel Super Heroes vs. Street Fighter,1998,Fighting,Virgin Interactive,0.14,0.1,0,0.02,0.26
Choro Q3,1998,Racing,Takara,0,0,0.24,0.02,0.26
Armored Core: Master of Arena,1999,Simulation,From Software,0.07,0.05,0.13,0.02,0.26
NHL Rock the Rink,1999,Sports,Electronic Arts,0.14,0.1,0,0.02,0.26
Combination Pro Soccer: J-League no Kantoku ni Natte Sekai wo Mezase!!,1998,Sports,Axela,0,0,0.24,0.02,0.25
Crusaders of Might and Magic,1999,Role-Playing,3DO,0.14,0.1,0,0.02,0.25
Evil Zone,1998,Fighting,Titus,0.14,0.1,0,0.02,0.25
A. IV Evolution: A Ressha de Ikou 4,1994,Strategy,ArtDink,0,0,0.24,0.02,0.25
Scrabble,1999,Misc,Ubisoft,0.14,0.1,0,0.02,0.25
Blaster Master: Blasting Again,2000,Shooter,Sunsoft,0.14,0.1,0,0.02,0.25
WipEout XL,1996,Racing,Psygnosis,0.14,0.1,0,0.02,0.25
The Powerpuff Girls: Chemical X-Traction,2001,Action,BAM! Entertainment,0.14,0.1,0,0.02,0.25
Marie no Atelier: Salburg no Renkinjutsushi,1997,Role-Playing,Gust,0,0,0.23,0.02,0.25
Ultimate Fighting Championship,2000,Fighting,Ubisoft,0.14,0.09,0,0.02,0.25
Penny Racers,1996,Racing,Sony Computer Entertainment,0,0,0.23,0.02,0.25
Caesars Palace II,1998,Misc,Interplay,0.14,0.09,0,0.02,0.25
NBA Jam Tournament Edition,1995,Sports,Acclaim Entertainment,0.14,0.09,0,0.02,0.25
Shadow Man,1998,Action,Acclaim Entertainment,0.14,0.09,0,0.02,0.25
Grandia,1999,Role-Playing,Ubisoft,0.14,0.09,0,0.02,0.25
F1 2000,2000,Racing,Electronic Arts,0.14,0.09,0,0.02,0.25
Dune 2000,1999,Strategy,Electronic Arts,0.14,0.09,0,0.02,0.25
Project Overkill,1996,Shooter,Konami Digital Entertainment,0.14,0.09,0,0.02,0.25
Jumping Flash! 2,1996,Platform,Sony Computer Entertainment,0.05,0.03,0.15,0.02,0.25
Choro Q2,1997,Racing,Takara,0,0,0.23,0.02,0.25
Jikkyou Powerful Pro Yakyuu 2001,2001,Sports,Konami Digital Entertainment,0,0,0.23,0.02,0.24
Panzer General,1995,Strategy,Mindscape,0.14,0.09,0,0.02,0.24
Gallop Racer (JP),1996,Sports,Tecmo Koei,0.04,0.03,0.16,0.02,0.24
Spawn the Eternal,1997,Action,Sony Computer Entertainment,0.14,0.09,0,0.02,0.24
Army Men: Sarge's Heroes 2,2000,Shooter,3DO,0.14,0.09,0,0.02,0.24
Guitar Freaks,1999,Simulation,Konami Digital Entertainment,0,0,0.23,0.02,0.24
Namco Tennis Smash Court,1995,Sports,Sony Computer Entertainment,0,0,0.23,0.02,0.24
K-1 Revenge,1997,Fighting,Xing Entertainment,0.04,0.03,0.16,0.02,0.24
G-Police,1997,Action,Psygnosis,0.13,0.09,0,0.02,0.24
Lucky Luke,1998,Platform,Ocean,0.13,0.09,0,0.02,0.24
Forsaken,1998,Shooter,Acclaim Entertainment,0.13,0.09,0,0.02,0.24
XS Airboat Racing,2002,Racing,XS Games,0.13,0.09,0,0.02,0.24
Wild 9,1998,Action,Interplay,0.13,0.09,0,0.02,0.24
PGA Tour 96,1995,Sports,Electronic Arts,0.13,0.09,0,0.02,0.24
Covert Ops: Nuclear Dawn,2000,Action,Sony Computer Entertainment,0.13,0.09,0,0.02,0.24
Galaga: Destination Earth,2000,Shooter,Hasbro Interactive,0.13,0.09,0,0.02,0.24
Sesame Street: Elmo's Number Journey,1998,Misc,NewKidCo,0.13,0.09,0,0.02,0.24
Street Fighter EX2 Plus,1998,Fighting,Virgin Interactive,0.13,0.09,0,0.02,0.23
Gundam Battle Assault,1998,Fighting,Namco Bandai Games,0.13,0.09,0,0.02,0.23
Tom Clancy's Rainbow Six: Rogue Spear,2001,Shooter,Ubisoft,0.13,0.09,0,0.02,0.23
NHL FaceOff 2001,2000,Sports,Sony Computer Entertainment,0.13,0.09,0,0.02,0.23
Colony Wars: Vengeance,1998,Simulation,Psygnosis,0.13,0.09,0,0.02,0.23
Perfect Weapon,1996,Action,American Softworks,0.13,0.09,0,0.02,0.23
Critical Depth,1997,Action,GT Interactive,0.13,0.09,0,0.01,0.23
Alundra,1997,Role-Playing,Psygnosis,0.13,0.09,0,0.01,0.23
Rampage 2: Universal Tour,1998,Action,GT Interactive,0.13,0.09,0,0.01,0.23
Super Robot Taisen F Kanketsuhen,1999,Strategy,Banpresto,0,0,0.21,0.01,0.23
The Raiden Project,1995,Shooter,Ocean,0.06,0.04,0.12,0.01,0.23
Pocket Fighter,1997,Fighting,Virgin Interactive,0.06,0.04,0.12,0.01,0.23
Shin Nippon Pro Wrestling: Toukon Retsuden 3,1998,Fighting,Tomy Corporation,0,0,0.21,0.01,0.23
Jersey Devil,1997,Platform,Ocean,0.13,0.09,0,0.01,0.23
Bust-A-Move 4,1998,Puzzle,Acclaim Entertainment,0.12,0.08,0,0.01,0.22
NFL Quarterback Club 97,1996,Sports,Acclaim Entertainment,0.12,0.08,0,0.01,0.22
Barbie Super Sports,1999,Sports,Mattel Interactive,0.12,0.08,0,0.01,0.22
NBA Jam Extreme,1996,Sports,Acclaim Entertainment,0.12,0.08,0,0.01,0.22
NHL Championship 2000,1998,Sports,Fox Interactive,0.12,0.08,0,0.01,0.22
Kartia: The Word of Fate,1998,Strategy,Konami Digital Entertainment,0.05,0.03,0.12,0.01,0.22
Saltwater Sportfishing,2001,Sports,Take-Two Interactive,0.12,0.08,0,0.01,0.22
Jackie Chan: Stuntmaster,1999,Action,Sony Computer Entertainment,0.12,0.08,0,0.01,0.22
Sports Car GT,1999,Racing,Electronic Arts,0.12,0.08,0,0.01,0.22
NBA in the Zone 2000,2000,Sports,Konami Digital Entertainment,0.12,0.08,0,0.01,0.21
Cabela's Big Game Hunter: Ultimate Challenge,2001,Sports,Activision Value,0.12,0.08,0,0.01,0.21
Pandemonium!,1996,Platform,BMG Interactive Entertainment,0.12,0.08,0,0.01,0.21
WCW Backstage Assault,1999,Action,Electronic Arts,0.12,0.08,0,0.01,0.21
NOëL: NOT DiGITAL,1996,Adventure,Pioneer LDC,0,0,0.2,0.01,0.21
HBO Boxing,2000,Fighting,Acclaim Entertainment,0.12,0.08,0,0.01,0.21
The Land Before Time: Big Water Adventure,2002,Platform,TDK Mediactive,0.12,0.08,0,0.01,0.21
Bastard!! Utsuro Naru Kamigami no Utsuwa,1996,Role-Playing,Seta Corporation,0,0,0.2,0.01,0.21
Angel Blade: Neo Tokyo Guardians,1997,Role-Playing,On Demand,0.12,0.08,0,0.01,0.21
Threads of Fate,1999,Role-Playing,SquareSoft,0.12,0.08,0,0.01,0.21
PoPoLoCrois Monogatari II,2000,Role-Playing,Sony Computer Entertainment,0,0,0.2,0.01,0.21
Rollcage,1999,Racing,Psygnosis,0.12,0.08,0,0.01,0.21
Mortal Kombat: Special Forces,2000,Fighting,Midway Games,0.12,0.08,0,0.01,0.21
Yarudora Series Vol. 2: Kisetsu wo Dakishimete,1998,Adventure,Sony Computer Entertainment,0,0,0.19,0.01,0.21
Bugs Bunny & Taz: Time Busters,2000,Adventure,Infogrames,0.11,0.08,0,0.01,0.21
Ogre Battle Saga Episode Five: The March of the Black Queen,1996,Role-Playing,ArtDink,0.06,0.04,0.09,0.01,0.2
MDK,1997,Shooter,Interplay,0.11,0.08,0,0.01,0.2
Speed Punks,1998,Racing,Sony Computer Entertainment,0.11,0.08,0,0.01,0.2
Nobunaga no Yabou: Reppuuden,1999,Strategy,Tecmo Koei,0,0,0.19,0.01,0.2
Namco Museum Vol.4,1996,Misc,Sony Computer Entertainment,0.02,0.01,0.16,0.01,0.2
Bust-A-Move 2 Arcade Edition,1995,Puzzle,Acclaim Entertainment,0.11,0.07,0,0.01,0.2
Shaman King: Spirit of Shamans,2002,Action,Namco Bandai Games,0,0,0.18,0.01,0.2
Tom and Jerry in House Trap,2000,Action,Ubisoft,0.11,0.07,0,0.01,0.2
Dragon Ball Z: Idainaru Dragon Ball Densetsu,1996,Fighting,Namco Bandai Games,0,0,0.18,0.01,0.19
J-League Jikkyou Winning Eleven 3,1997,Sports,Konami Digital Entertainment,0,0,0.18,0.01,0.19
Re-Volt,1998,Racing,Acclaim Entertainment,0.11,0.07,0,0.01,0.19
Descent,1996,Shooter,Interplay,0.11,0.07,0,0.01,0.19
Allied General,1996,Strategy,SSI,0.11,0.07,0,0.01,0.19
Fire ProWrestling G,1999,Fighting,Human Entertainment,0,0,0.18,0.01,0.19
Darkstalkers 3,1998,Fighting,Capcom,0.11,0.07,0,0.01,0.19
Warhammer: Shadow of the Horned Rat,1996,Strategy,Mindscape,0.11,0.07,0,0.01,0.19
Princess Maker: Yumemiru Yosei,1997,Strategy,Sony Computer Entertainment,0,0,0.18,0.01,0.19
Big Air,1999,Sports,Accolade,0.1,0.07,0,0.01,0.19
Gallop Racer,1999,Sports,Tecmo Koei,0,0,0.18,0.01,0.19
College Slam,1995,Sports,Acclaim Entertainment,0.1,0.07,0,0.01,0.19
ThunderStrike 2,1994,Simulation,Core Design Ltd.,0.1,0.07,0,0.01,0.19
Bubsy 3D,1996,Platform,Accolade,0.1,0.07,0,0.01,0.19
Treasures of the Deep,1997,Action,Namco Bandai Games,0.1,0.07,0,0.01,0.19
Reel Fishing II,2000,Sports,Victor Interactive,0.1,0.07,0,0.01,0.18
Casper: Friends Around the World,2000,Action,TDK Core,0.1,0.07,0,0.01,0.18
Fear Effect 2: Retro Helix,2001,Action,Eidos Interactive,0.1,0.07,0,0.01,0.18
Klonoa: Door to Phantomile,1997,Platform,Sony Computer Entertainment,0,0,0.17,0.01,0.18
Jampack Vol. 1,1996,Misc,Sony Computer Entertainment,0.1,0.07,0,0.01,0.18
Moon,1997,Adventure,ASCII Entertainment,0,0,0.17,0.01,0.18
Shadow Madness,1999,Action,Crave Entertainment,0.1,0.07,0,0.01,0.18
Atari Anniversary Edition Redux,2000,Misc,Infogrames,0.1,0.07,0,0.01,0.18
Brunswick Circuit Pro Bowling,1998,Sports,THQ,0.1,0.07,0,0.01,0.18
Ball Breakers,2000,Action,Take-Two Interactive,0.1,0.07,0,0.01,0.18
Twisted Metal: Small Brawl,N/A,Action,Unknown,0.1,0.07,0,0.01,0.18
Speedball 2100,2000,Sports,Empire Interactive,0.1,0.07,0,0.01,0.18
LEGO Island 2: The Brickster's Revenge,2001,Adventure,LEGO Media,0.1,0.07,0,0.01,0.18
The Wild Thornberrys: Animal Adventures,2000,Adventure,Mattel Interactive,0.1,0.07,0,0.01,0.17
Street Fighter: The Movie,1995,Fighting,Acclaim Entertainment,0.1,0.07,0,0.01,0.17
The King of Fighters '97,1998,Fighting,SNK,0,0,0.16,0.01,0.17
Time Commando,1996,Action,Adeline Software,0.1,0.07,0,0.01,0.17
Disney's Atlantis: The Lost Empire,2001,Platform,Sony Computer Entertainment,0.1,0.07,0,0.01,0.17
Space Battleship Yamato: Harukanaru Hoshi Iscandar,1999,Strategy,Namco Bandai Games,0,0,0.16,0.01,0.17
Sound Novel Evolution 1: Otogirisou Sosei-Hen,1999,Adventure,ChunSoft,0,0,0.16,0.01,0.17
Resident Evil Director's Cut: Dual Shock Edition,1997,Action,Capcom,0,0,0.16,0.01,0.17
The King of Fighters '95,1996,Fighting,Sony Computer Entertainment,0,0,0.16,0.01,0.17
Fighter Maker,1998,Fighting,Agetec,0.05,0.04,0.07,0.01,0.17
Glover,1999,Platform,Atari,0.09,0.06,0,0.01,0.17
Space Griffon VF-9,1995,Role-Playing,Panther Software,0.02,0.02,0.12,0.01,0.17
Nightmare Creatures II,2000,Action,Konami Digital Entertainment,0.09,0.06,0,0.01,0.17
World Destruction League: Thunder Tanks,2000,Action,3DO,0.09,0.06,0,0.01,0.17
Reloaded,1996,Action,Gremlin Interactive Ltd,0.09,0.06,0,0.01,0.17
Final Fantasy V,1998,Role-Playing,SquareSoft,0,0,0.16,0.01,0.17
NickToons: Racing,2001,Racing,Hasbro Interactive,0.09,0.06,0,0.01,0.17
VR Golf '97,1996,Sports,Gremlin Interactive Ltd,0.09,0.06,0,0.01,0.17
Off-World Interceptor Extreme,1995,Racing,Crystal Dynamics,0.09,0.06,0,0.01,0.17
Clock Tower II: The Struggle Within,1998,Adventure,Human Entertainment,0.02,0.01,0.12,0.01,0.17
Batman Beyond: Return of the Joker,2000,Action,Ubisoft,0.09,0.06,0,0.01,0.17
Tokimeki Memorial: Private Collection,1996,Misc,Konami Digital Entertainment,0,0,0.16,0.01,0.17
Alien Resurrection,2000,Shooter,Fox Interactive,0.09,0.06,0,0.01,0.16
Bomberman Land,2000,Misc,Hudson Soft,0,0,0.15,0.01,0.16
King's Field,1995,Role-Playing,Sony Computer Entertainment,0.09,0.06,0,0.01,0.16
World Stadium 4,2000,Sports,Namco Bandai Games,0,0,0.15,0.01,0.16
Kawa no Nushi Tsuri,1998,Sports,Victor Interactive,0,0,0.15,0.01,0.16
N2O: Nitrous Oxide,1998,Racing,Gremlin Interactive Ltd,0.09,0.06,0,0.01,0.16
Alone in the Dark: The New Nightmare,N/A,Adventure,Infogrames,0.09,0.06,0,0.01,0.16
Power Stakes,1997,Sports,Aques,0,0,0.15,0.01,0.16
FIFA Soccer 96,1995,Sports,Electronic Arts,0.09,0.06,0,0.01,0.16
NCAA Final Four 2001,2000,Sports,Sony Computer Entertainment,0.09,0.06,0,0.01,0.16
J-League Jikkyou Winning Eleven 2000,2000,Sports,Konami Digital Entertainment,0,0,0.15,0.01,0.16
Racing Lagoon,1999,Racing,Square,0,0,0.15,0.01,0.16
Pachi-Slot Kanzen Kouryaku 3: Universal Koushiki Gaido Volume 3,1998,Misc,Syscom,0,0,0.15,0.01,0.16
FIFA Soccer 97,1996,Sports,Electronic Arts,0.09,0.06,0,0.01,0.16
Psychic Force,1996,Fighting,Acclaim Entertainment,0.01,0.01,0.13,0.01,0.16
StarBlade α,1995,Shooter,Sony Computer Entertainment,0,0,0.15,0.01,0.16
Street Racer,1996,Racing,Ubisoft,0.09,0.06,0,0.01,0.16
The Incredible Hulk: The Pantheon Saga,1996,Action,Eidos Interactive,0.09,0.06,0,0.01,0.16
Polaris SnoCross,2000,Racing,Vatical Entertainment,0.09,0.06,0,0.01,0.16
Wing Commander III: Heart of the Tiger,1996,Action,Electronic Arts,0.09,0.06,0,0.01,0.16
Muppet RaceMania,1999,Racing,Sony Computer Entertainment,0.09,0.06,0,0.01,0.15
Namco Museum Vol.5,1996,Misc,Sony Computer Entertainment,0.02,0.01,0.12,0.01,0.15
Courier Crisis,1997,Racing,BMG Interactive Entertainment,0.09,0.06,0,0.01,0.15
Winning Post 3,1998,Racing,Tecmo Koei,0,0,0.14,0.01,0.15
Disney's Story Studio: Disney's Mulan,1999,Misc,Sony Computer Entertainment,0.09,0.06,0,0.01,0.15
Streak: Hoverboard Racing,1998,Racing,GT Interactive,0.09,0.06,0,0.01,0.15
Disney's The Lion King: Simba's Mighty Adventure,2000,Action,Activision,0.08,0.06,0,0.01,0.15
Kowloon's Gate,1997,Adventure,Sony Computer Entertainment,0,0,0.14,0.01,0.15
FIFA Soccer 2002,2001,Sports,Electronic Arts,0.08,0.06,0,0.01,0.15
T'ai Fu: Wrath of the Tiger,1998,Action,Activision,0.08,0.06,0,0.01,0.15
Chessmaster II,1998,Strategy,Mindscape,0.08,0.06,0,0.01,0.15
Winning Post 4,1999,Sports,Tecmo Koei,0,0,0.14,0.01,0.15
Cardinal Syn,1998,Fighting,Sony Computer Entertainment,0.08,0.06,0,0.01,0.15
No.1 Muscle Ranking - Kinniku Banzuke Vol. 2: Aratanarugenkai Enochousen!,2000,Sports,Konami Digital Entertainment,0,0,0.14,0.01,0.15
Toy Story Racer,2001,Racing,Activision,0.08,0.06,0,0.01,0.15
Disney's Donald Duck: Goin' Quackers,2000,Platform,Ubisoft,0.08,0.06,0,0.01,0.15
Mobile Suit Gundam: Perfect One Year War,1997,Strategy,Namco Bandai Games,0,0,0.14,0.01,0.15
Galerians,1999,Adventure,Crave Entertainment,0.08,0.06,0,0.01,0.15
Blazing Dragons,1996,Adventure,Crystal Dynamics,0.08,0.06,0,0.01,0.15
Shin Megami Tensei: Devil Summoner - Soul Hackers,1999,Role-Playing,Atlus,0,0,0.14,0.01,0.15
Turbo Prop Racing,1997,Racing,Sony Computer Entertainment,0.08,0.06,0,0.01,0.15
Dance Dance Revolution (North America),2001,Simulation,Konami Digital Entertainment,0.08,0.06,0,0.01,0.15
Wizardry VII: Gadeia no Houshu,1995,Role-Playing,Sony Computer Entertainment,0,0,0.14,0.01,0.15
Pipe Dreams 3D,2001,Puzzle,Empire Interactive,0.08,0.05,0,0.01,0.14
Fox Sports Golf '99,1997,Sports,Gremlin Interactive Ltd,0.08,0.05,0,0.01,0.14
The Fifth Element,1998,Action,Sony Computer Entertainment,0.08,0.05,0,0.01,0.14
Thunder Truck Rally,1997,Racing,Psygnosis,0.08,0.05,0,0.01,0.14
Iron & Blood,1996,Fighting,Acclaim Entertainment,0.08,0.05,0,0.01,0.14
Championship Motocross 2001 featuring Ricky Carmichael,2001,Racing,THQ,0.08,0.05,0,0.01,0.14
Kamen Rider Ryuki,2002,Action,Namco Bandai Games,0,0,0.13,0.01,0.14
Front Mission Alternative,1997,Strategy,SquareSoft,0,0,0.13,0.01,0.14
Mary-Kate and Ashley: Winners Circle,2001,Action,Acclaim Entertainment,0.08,0.05,0,0.01,0.14
Soukaigi,1998,Role-Playing,SquareSoft,0,0,0.13,0.01,0.14
Xevious 3D/G+,1997,Shooter,Sony Computer Entertainment,0.01,0.01,0.11,0.01,0.14
T.R.A.G. - Tactical Rescue Assault Group: Mission of Mercy,1998,Adventure,Sunsoft,0.08,0.05,0,0.01,0.14
Destruction Derby Raw,2000,Racing,Sony Computer Entertainment,0.08,0.05,0,0.01,0.14
Project V6,1998,Strategy,General Entertainment,0,0,0.13,0.01,0.14
Bravo Air Race,1997,Racing,THQ,0.08,0.05,0,0.01,0.14
Gundam: The Battle Master,1997,Fighting,Namco Bandai Games,0,0,0.13,0.01,0.14
NBA ShootOut 2002,2001,Sports,Sony Computer Entertainment,0.08,0.05,0,0.01,0.14
The Granstream Saga,1997,Role-Playing,Sony Computer Entertainment,0.08,0.05,0,0.01,0.14
Eternal Eyes,1999,Role-Playing,Sunsoft,0.08,0.05,0,0.01,0.14
Epidemic,1995,Shooter,Sony Computer Entertainment,0.02,0.01,0.1,0.01,0.14
NCAA Basketball Final Four 97,1997,Sports,Mindscape,0.08,0.05,0,0.01,0.14
The Bombing Islands,1997,Platform,Kemco,0.08,0.05,0,0.01,0.14
Detective Barbie: The Mystery Cruise,1999,Adventure,Mattel Interactive,0.08,0.05,0,0.01,0.14
Frank Thomas Big Hurt Baseball,1996,Sports,Acclaim Entertainment,0.08,0.05,0,0.01,0.14
Bottom of the 9th,1996,Sports,Konami Digital Entertainment,0.08,0.05,0,0.01,0.14
Barbie Explorer,2001,Platform,Unknown,0.08,0.05,0,0.01,0.14
Agile Warrior F-111X,1995,Simulation,Virgin Interactive,0.08,0.05,0,0.01,0.14
Super Puzzle Fighter II Turbo,1996,Puzzle,Virgin Interactive,0.08,0.05,0,0.01,0.14
To Heart,1999,Adventure,Aqua Plus,0,0,0.13,0.01,0.14
Cyber Sled,1995,Action,Sony Computer Entertainment,0,0,0.13,0.01,0.14
In the Hunt,1995,Shooter,THQ,0.03,0.02,0.07,0.01,0.14
Houshinengi,1998,Strategy,Tecmo Koei,0,0,0.13,0.01,0.14
Interactive Sampler Disc 6,1997,Misc,Sony Computer Entertainment,0.08,0.05,0,0.01,0.14
Guilty Gear,1998,Fighting,Virgin Interactive,0.03,0.02,0.07,0.01,0.14
Mary-Kate and Ashley: Crush Course,2001,Action,Acclaim Entertainment,0.08,0.05,0,0.01,0.14
NHL Breakaway 98,1996,Sports,Acclaim Entertainment,0.08,0.05,0,0.01,0.14
Backyard Soccer,2001,Sports,Infogrames,0.07,0.05,0,0.01,0.13
Bio FREAKS,1998,Action,GT Interactive,0.07,0.05,0,0.01,0.13
Castlevania Chronicles,2001,Platform,Konami Digital Entertainment,0.07,0.05,0,0.01,0.13
Sentou Kokka Air Land Battle,1995,Strategy,Sony Computer Entertainment,0,0,0.13,0.01,0.13
Azure Dreams,1997,Role-Playing,Konami Digital Entertainment,0.07,0.05,0,0.01,0.13
Kurt Warner's Arena Football Unleashed,2000,Sports,Midway Games,0.07,0.05,0,0.01,0.13
NBA Hoopz,2001,Sports,Midway Games,0.07,0.05,0,0.01,0.13
Castrol Honda Superbike Racing,1998,Racing,THQ,0.07,0.05,0,0.01,0.13
The Flintstones: Bedrock Bowling,2000,Sports,Ubisoft,0.07,0.05,0,0.01,0.13
Chicken Run,2000,Adventure,Eidos Interactive,0.07,0.05,0,0.01,0.13
Nagano Winter Olympics '98,1997,Sports,Konami Digital Entertainment,0.07,0.05,0,0.01,0.13
The Unholy War,1998,Strategy,Eidos Interactive,0.07,0.05,0,0.01,0.13
No Fear Downhill Mountain Biking,1998,Sports,Codemasters,0.07,0.05,0,0.01,0.13
Romance of the Three Kingdoms IV: Wall of Fire,1995,Strategy,Tecmo Koei,0.05,0.03,0.04,0.01,0.13
Disruptor,1995,Shooter,Interplay,0.07,0.05,0,0.01,0.13
Namco Soccer Prime Goal,1995,Sports,Sony Computer Entertainment,0,0,0.12,0.01,0.13
Assault: Retribution,1998,Action,Telstar,0.07,0.05,0,0.01,0.13
Surf Riders,1999,Sports,Ubisoft,0.07,0.05,0,0.01,0.13
World Cup Golf: Professional Edition,1995,Sports,U.S. Gold,0.07,0.05,0,0.01,0.13
Black Dawn,1996,Simulation,Virgin Interactive,0.07,0.05,0,0.01,0.13
Warriors of Might and Magic,2001,Adventure,3DO,0.07,0.05,0,0.01,0.13
SkullMonkeys,1998,Platform,DreamWorks Interactive,0.07,0.05,0,0.01,0.13
World Soccer Winning Eleven 2002,2002,Sports,Konami Digital Entertainment,0,0,0.12,0.01,0.13
Actua Tennis,1997,Sports,Gremlin Interactive Ltd,0.07,0.05,0,0.01,0.13
Peter Jacobsen's Golden Tee Golf,2000,Sports,Infogrames,0.07,0.05,0,0.01,0.12
Criticom,1996,Fighting,Vic Tokai,0.07,0.05,0,0.01,0.12
Clock Tower: The First Fear,1997,Adventure,Human Entertainment,0,0,0.12,0.01,0.12
Strikers 1945,1998,Shooter,Midas Interactive Entertainment,0.07,0.05,0,0.01,0.12
Zen-Nippon Pro Wrestling: Ouja no Kon,1999,Fighting,Human Entertainment,0,0,0.12,0.01,0.12
Echo Night,1998,Adventure,From Software,0.03,0.02,0.07,0.01,0.12
Colony Wars III: Red Sun,2000,Simulation,Psygnosis,0.07,0.05,0,0.01,0.12
Magic: The Gathering - Battlemage,1997,Strategy,Acclaim Entertainment,0.07,0.05,0,0.01,0.12
Guardian's Crusade,1998,Role-Playing,Activision,0.07,0.05,0,0.01,0.12
Bomberman Party Edition,1998,Puzzle,Virgin Interactive,0.07,0.05,0,0.01,0.12
O.D.T.: Escape... Or Die Trying,1997,Adventure,Psygnosis,0.07,0.05,0,0.01,0.12
Looney Tunes: Sheep Raider,2001,Platform,Infogrames,0.07,0.05,0,0.01,0.12
Gallop Racer 2000,2000,Sports,Tecmo Koei,0,0,0.11,0.01,0.12
MTV Sports: Pure Ride,2000,Sports,THQ,0.07,0.05,0,0.01,0.12
Burning Road,1996,Racing,FunSoft,0.07,0.05,0,0.01,0.12
Akuji the Heartless,1998,Platform,Eidos Interactive,0.07,0.04,0,0.01,0.12
HardBall 5,1996,Sports,SPS,0.07,0.04,0,0.01,0.12
Crime Killer,1998,Racing,Interplay,0.07,0.04,0,0.01,0.12
SD Gundam G Generation-F.I.F,2001,Strategy,Namco Bandai Games,0,0,0.11,0.01,0.12
Mobil 1 Rally Championship,2000,Racing,Electronic Arts,0.07,0.04,0,0.01,0.12
Rugrats: Totally Angelica,2001,Adventure,THQ,0.06,0.04,0,0.01,0.12
Tecmo Super Bowl,1996,Sports,Tecmo Koei,0.06,0.04,0,0.01,0.12
NHL Powerplay '96,1996,Sports,Virgin Interactive,0.06,0.04,0,0.01,0.12
Thousand Arms,1998,Role-Playing,Atlus,0.06,0.04,0,0.01,0.12
Stolen Song,1998,Adventure,Sony Computer Entertainment,0,0,0.11,0.01,0.12
Sengoku Cyber: Fujimaru Jigokuhen,1995,Strategy,Sony Computer Entertainment,0,0,0.11,0.01,0.12
F1 Racing Championship,2000,Racing,Video System,0.06,0.04,0,0.01,0.11
Primal Rage,1994,Fighting,Time Warner Interactive,0.06,0.04,0,0.01,0.11
BoomBots,1999,Fighting,SouthPeak Games,0.06,0.04,0,0.01,0.11
Shinseiki Evangelion: Koutetsu no Girlfriend,1998,Adventure,Gainax Network Systems,0,0,0.11,0.01,0.11
International Track & Field 2000,1999,Sports,Konami Digital Entertainment,0.06,0.04,0,0.01,0.11
The King of Fighters '99,2000,Fighting,SNK,0,0,0.11,0.01,0.11
Mass Destruction,1997,Shooter,BMG Interactive Entertainment,0.06,0.04,0,0.01,0.11
Jikkyou Powerful Pro Yakyuu '95,1994,Sports,Konami Digital Entertainment,0,0,0.11,0.01,0.11
ECW Anarchy Rulz,1999,Fighting,Acclaim Entertainment,0.06,0.04,0,0.01,0.11
InuYasha: A Feudal Fairy Tale,2002,Fighting,Namco Bandai Games,0,0,0.1,0.01,0.11
Maximum Force,1997,Shooter,GT Interactive,0.06,0.04,0,0.01,0.11
Batman & Robin,1998,Action,Acclaim Entertainment,0.06,0.04,0,0.01,0.11
Breakout,1999,Puzzle,Hasbro Interactive,0.06,0.04,0,0.01,0.11
Tyco RC: Assault with a Battery,1999,Racing,Syscom,0.06,0.04,0,0.01,0.11
Felony 11-79,1997,Racing,ASCII Entertainment,0.06,0.04,0,0.01,0.11
Transformers: Beast Wars Transmetals,2000,Fighting,BAM! Entertainment,0.06,0.04,0,0.01,0.11
FoxKids.com Micro Maniacs Racing,2000,Racing,Codemasters,0.06,0.04,0,0.01,0.11
Hexen: Beyond Heretic,1997,Shooter,GT Interactive,0.06,0.04,0,0.01,0.11
Arcade Party Pak,1999,Misc,Midway Games,0.06,0.04,0,0.01,0.11
Railroad Tycoon II,1999,Strategy,PopTop Software,0.06,0.04,0,0.01,0.11
Victory Zone,1995,Misc,Sony Computer Entertainment,0,0,0.1,0.01,0.11
Goal Storm '97,1996,Sports,Konami Digital Entertainment,0.01,0,0.09,0.01,0.11
Pachi-Slot Aruze Oukoku 3,2000,Misc,Aruze Corp,0,0,0.1,0.01,0.11
Black Bass with Blue Marlin,1999,Sports,Starfish,0.06,0.04,0,0.01,0.11
Hyper Formation Soccer,1995,Sports,Human Entertainment,0,0,0.1,0.01,0.11
Jupiter Strike,1994,Shooter,Acclaim Entertainment,0.06,0.04,0,0.01,0.11
Metal Gear Solid Integral,1999,Adventure,Konami Digital Entertainment,0,0,0.1,0.01,0.11
